Protein A	Protein B	Rank
MK14_HUMAN	IL2_HUMAN	5-star
MK14_HUMAN	CDC42_HUMAN	5-star
MK14_HUMAN	TNFA_HUMAN	5-star
MK14_HUMAN	CBP_HUMAN	5-star
MK14_HUMAN	SRF_HUMAN	5-star
MK14_HUMAN	IF4E_HUMAN	5-star
MK14_HUMAN	STAT3_HUMAN	5-star
MK14_HUMAN	S1PR2_HUMAN	5-star
MK14_HUMAN	M3K3_HUMAN	5-star
MK14_HUMAN	KS6A5_HUMAN	5-star
MK14_HUMAN	DUS6_HUMAN	5-star
MK14_HUMAN	AIMP1_HUMAN	5-star
MK14_HUMAN	HTRA2_HUMAN	5-star
MK14_HUMAN	TNR5_HUMAN	5-star
MK14_HUMAN	CY24A_HUMAN	5-star
MK14_HUMAN	MK03_HUMAN	5-star
MK14_HUMAN	NOX1_HUMAN	5-star
MK14_HUMAN	CCM2_HUMAN	5-star
MK14_HUMAN	KCC2B_HUMAN	5-star
MK14_HUMAN	STK39_HUMAN	5-star
MK14_HUMAN	SOCS3_HUMAN	5-star
MK14_HUMAN	KSYK_HUMAN	5-star
MK14_HUMAN	CD40L_HUMAN	5-star
MK14_HUMAN	GNAO_HUMAN	5-star
MK14_HUMAN	UBC_HUMAN	5-star
MK14_HUMAN	LIMK1_HUMAN	5-star
MK14_HUMAN	ARRB2_HUMAN	5-star
MK14_HUMAN	SRC_HUMAN	5-star
MK14_HUMAN	ATM_HUMAN	5-star
MK14_HUMAN	GSTA4_HUMAN	5-star
MK14_HUMAN	IL2RA_HUMAN	5-star
MK14_HUMAN	RALA_HUMAN	5-star
MK14_HUMAN	TSC2_HUMAN	5-star
MK14_HUMAN	TY3H_HUMAN	5-star
MK14_HUMAN	ANGP1_HUMAN	5-star
MK14_HUMAN	CEBPB_HUMAN	5-star
MK14_HUMAN	EDNRB_HUMAN	5-star
MK14_HUMAN	TAB2_HUMAN	5-star
MK14_HUMAN	TRPV1_HUMAN	5-star
MK14_HUMAN	CY24B_HUMAN	5-star
MK14_HUMAN	EPOR_HUMAN	5-star
MK14_HUMAN	GNA15_HUMAN	5-star
MK14_HUMAN	IL4RA_HUMAN	5-star
MK14_HUMAN	DUS16_HUMAN	5-star
MK14_HUMAN	FLNA_HUMAN	5-star
MK14_HUMAN	KS6A4_HUMAN	5-star
MK14_HUMAN	MEF2C_HUMAN	5-star
MK14_HUMAN	MPIP2_HUMAN	5-star
MK14_HUMAN	PAK2_HUMAN	5-star
MK14_HUMAN	LCK_HUMAN	5-star
MK14_HUMAN	DUS4_HUMAN	5-star
MK14_HUMAN	JAK1_HUMAN	5-star
MK14_HUMAN	JAK3_HUMAN	5-star
MK14_HUMAN	K1C19_HUMAN	5-star
MK14_HUMAN	NCF2_HUMAN	5-star
MK14_HUMAN	RAB7A_HUMAN	5-star
MK14_HUMAN	RALB_HUMAN	5-star
MK14_HUMAN	SP1_HUMAN	5-star
MK14_HUMAN	1433Z_HUMAN	5-star
MK14_HUMAN	FGR_HUMAN	5-star
MK14_HUMAN	NOX3_HUMAN	5-star
MK14_HUMAN	RIPK1_HUMAN	5-star
MK14_HUMAN	HCK_HUMAN	5-star
MK14_HUMAN	M3K12_HUMAN	5-star
MK14_HUMAN	TIE2_HUMAN	5-star
MK14_HUMAN	BLK_HUMAN	5-star
MK14_HUMAN	ELK4_HUMAN	5-star
MK14_HUMAN	GNAI2_HUMAN	5-star
MK14_HUMAN	YES_HUMAN	5-star
MK14_HUMAN	GDIA_HUMAN	5-star
MK14_HUMAN	GNAZ_HUMAN	5-star
MK14_HUMAN	PTN7_HUMAN	5-star
MK14_HUMAN	PLCB1_HUMAN	5-star
MK14_HUMAN	TFCP2_HUMAN	5-star
MK14_HUMAN	GBG2_HUMAN	5-star
MK14_HUMAN	GNA14_HUMAN	5-star
MK14_HUMAN	IL2RB_HUMAN	5-star
MK14_HUMAN	NCF4_HUMAN	5-star
MK14_HUMAN	PLCB3_HUMAN	5-star
MK14_HUMAN	DUS2_HUMAN	5-star
MK14_HUMAN	MPIP3_HUMAN	5-star
MK14_HUMAN	RAC3_HUMAN	5-star
MK14_HUMAN	MK11_HUMAN	5-star
MK14_HUMAN	BCL2_HUMAN	5-star
MK14_HUMAN	HS90A_HUMAN	5-star
MK14_HUMAN	PKN1_HUMAN	5-star
MK14_HUMAN	SMAD7_HUMAN	5-star
MK14_HUMAN	PLMN_HUMAN	5-star
MK14_HUMAN	OGT1_HUMAN	5-star
MK14_HUMAN	MAX_HUMAN	5-star
MK14_HUMAN	UBQL2_HUMAN	5-star
MK14_HUMAN	MCA1_HUMAN	5-star
MK14_HUMAN	SYM_HUMAN	5-star
MK14_HUMAN	STAB2_HUMAN	5-star
MK14_HUMAN	RB_HUMAN	5-star
MK14_HUMAN	HMOX1_HUMAN	5-star
MK14_HUMAN	DYR1B_HUMAN	5-star
MK14_HUMAN	PA21B_HUMAN	5-star
MK14_HUMAN	GRB2_HUMAN	5-star
MK14_HUMAN	FGF2_HUMAN	5-star
MK14_HUMAN	CSK22_HUMAN	5-star
MK14_HUMAN	BICD1_HUMAN	5-star
MK14_HUMAN	TM63B_HUMAN	5-star
MK14_HUMAN	PA24A_HUMAN	5-star
MK14_HUMAN	STAT1_HUMAN	5-star
MK14_HUMAN	DUS14_HUMAN	5-star
MK14_HUMAN	TRAF6_HUMAN	5-star
MK14_HUMAN	PML_HUMAN	5-star
MK14_HUMAN	H33_HUMAN	5-star
MK14_HUMAN	MYOG_HUMAN	5-star
MK14_HUMAN	HBP1_HUMAN	5-star
MK14_HUMAN	RAC1_HUMAN	5-star
MK14_HUMAN	GYS1_HUMAN	5-star
MK14_HUMAN	STRP2_HUMAN	5-star
MK14_HUMAN	TIM44_HUMAN	5-star
MK14_HUMAN	EF1G_HUMAN	5-star
MK14_HUMAN	MYF6_HUMAN	5-star
MK14_HUMAN	GNAI3_HUMAN	5-star
MK14_HUMAN	M3K1_HUMAN	5-star
MK14_HUMAN	GNAI1_HUMAN	5-star
MK14_HUMAN	DUS5_HUMAN	5-star
MK14_HUMAN	JUN_HUMAN	5-star
MK14_HUMAN	MYF5_HUMAN	5-star
MK14_HUMAN	CCDC8_HUMAN	5-star
MK14_HUMAN	CDON_HUMAN	5-star
MK14_HUMAN	CUL7_HUMAN	5-star
MK14_HUMAN	OBSL1_HUMAN	5-star
MK14_HUMAN	PRGR_HUMAN	5-star
MK14_HUMAN	IL8_HUMAN	5-star
MK14_HUMAN	GSTP1_HUMAN	5-star
MK14_HUMAN	DUS3_HUMAN	5-star
MK14_HUMAN	ZAP70_HUMAN	5-star
MK14_HUMAN	ATG9A_HUMAN	5-star
MK14_HUMAN	CASP3_HUMAN	5-star
MK14_HUMAN	ANGP2_HUMAN	5-star
MK14_HUMAN	PTN5_HUMAN	5-star
MK14_HUMAN	HSPB1_HUMAN	5-star
MK14_HUMAN	DSCAM_HUMAN	5-star
MK14_HUMAN	CADH2_HUMAN	5-star
MK14_HUMAN	CTNB1_HUMAN	5-star
MK14_HUMAN	NCF1_HUMAN	5-star
MK14_HUMAN	LRP8_HUMAN	5-star
MK14_HUMAN	FOS_HUMAN	5-star
MK14_HUMAN	MYC_HUMAN	5-star
MK14_HUMAN	NFKB1_HUMAN	5-star
MK14_HUMAN	FYN_HUMAN	5-star
MK14_HUMAN	IL2RG_HUMAN	5-star
MK14_HUMAN	CDX2_HUMAN	5-star
MK14_HUMAN	KGP1_HUMAN	5-star
MK14_HUMAN	APOB_HUMAN	5-star
MK14_HUMAN	BNIP2_HUMAN	5-star
MK14_HUMAN	ABL1_HUMAN	5-star
MK14_HUMAN	GATA3_HUMAN	5-star
MK14_HUMAN	P2RY1_HUMAN	5-star
MK14_HUMAN	HNRPK_HUMAN	5-star
MK14_HUMAN	CEBPE_HUMAN	5-star
MK14_HUMAN	FAK2_HUMAN	5-star
MK14_HUMAN	FXYD6_HUMAN	5-star
MK14_HUMAN	NCOR2_HUMAN	5-star
MP2K3_HUMAN	TAOK2_HUMAN	5-star
MP2K3_HUMAN	PKN1_HUMAN	5-star
MP2K3_HUMAN	MK14_HUMAN	5-star
MP2K3_HUMAN	LRRK2_HUMAN	5-star
MP2K3_HUMAN	DYR1B_HUMAN	5-star
MP2K3_HUMAN	TAOK1_HUMAN	5-star
MP2K3_HUMAN	M3K1_HUMAN	5-star
MP2K3_HUMAN	MK03_HUMAN	5-star
MP2K3_HUMAN	A4_HUMAN	5-star
MP2K3_HUMAN	ARRB1_HUMAN	5-star
MP2K3_HUMAN	RL13_HUMAN	5-star
MP2K3_HUMAN	CCM2_HUMAN	5-star
MP2K3_HUMAN	M3K4_HUMAN	5-star
MP2K3_HUMAN	UBC_HUMAN	5-star
MP2K3_HUMAN	MK08_HUMAN	5-star
MP2K3_HUMAN	SMAD7_HUMAN	5-star
MP2K3_HUMAN	M3K7_HUMAN	5-star
MP2K3_HUMAN	CDC42_HUMAN	5-star
MP2K3_HUMAN	CXL10_HUMAN	5-star
MP2K3_HUMAN	M3K5_HUMAN	5-star
MP2K3_HUMAN	TRAF6_HUMAN	5-star
MP2K3_HUMAN	JIP4_HUMAN	5-star
MP2K3_HUMAN	TAB2_HUMAN	5-star
MP2K3_HUMAN	DCTN1_HUMAN	5-star
MP2K3_HUMAN	TNR1A_HUMAN	5-star
MP2K3_HUMAN	JIP3_HUMAN	5-star
MP2K3_HUMAN	TRADD_HUMAN	5-star
MP2K3_HUMAN	GA45B_HUMAN	5-star
MP2K3_HUMAN	PLCB2_HUMAN	5-star
MP2K3_HUMAN	BRAF_HUMAN	5-star
MP2K3_HUMAN	PTPA_HUMAN	5-star
MP2K3_HUMAN	MK13_HUMAN	5-star
MP2K3_HUMAN	KCC2B_HUMAN	5-star
MP2K3_HUMAN	RIPK1_HUMAN	5-star
MP2K3_HUMAN	TAOK3_HUMAN	5-star
MP2K3_HUMAN	CXCL9_HUMAN	5-star
MP2K3_HUMAN	CXL11_HUMAN	5-star
MP2K3_HUMAN	GA45G_HUMAN	5-star
MP2K3_HUMAN	PLF4_HUMAN	5-star
MP2K3_HUMAN	MK11_HUMAN	5-star
MP2K3_HUMAN	MAPK3_HUMAN	5-star
MP2K3_HUMAN	RAF1_HUMAN	5-star
MP2K3_HUMAN	JIP1_HUMAN	5-star
MP2K3_HUMAN	RAC3_HUMAN	5-star
MP2K3_HUMAN	MK01_HUMAN	5-star
MP2K3_HUMAN	PPM1A_HUMAN	5-star
MP2K3_HUMAN	MK12_HUMAN	5-star
MP2K3_HUMAN	FAK2_HUMAN	5-star
MP2K3_HUMAN	SRC_HUMAN	5-star
MP2K3_HUMAN	ELK1_HUMAN	5-star
MP2K3_HUMAN	TAB1_HUMAN	5-star
MP2K3_HUMAN	JIP2_HUMAN	5-star
MP2K3_HUMAN	MP2K6_HUMAN	5-star
MP2K3_HUMAN	RAC1_HUMAN	5-star
MP2K6_HUMAN	TAOK2_HUMAN	5-star
MP2K6_HUMAN	DCTN1_HUMAN	5-star
MP2K6_HUMAN	GA45B_HUMAN	5-star
MP2K6_HUMAN	PKN1_HUMAN	5-star
MP2K6_HUMAN	STAT4_HUMAN	5-star
MP2K6_HUMAN	LRRK2_HUMAN	5-star
MP2K6_HUMAN	M3K7_HUMAN	5-star
MP2K6_HUMAN	MK14_HUMAN	5-star
MP2K6_HUMAN	MP2K6_HUMAN	5-star
MP2K6_HUMAN	GA45A_HUMAN	5-star
MP2K6_HUMAN	TRAF6_HUMAN	5-star
MP2K6_HUMAN	M3K4_HUMAN	5-star
MP2K6_HUMAN	MLTK_HUMAN	5-star
MP2K6_HUMAN	GA45G_HUMAN	5-star
MP2K6_HUMAN	M3K5_HUMAN	5-star
MP2K6_HUMAN	M3K1_HUMAN	5-star
MP2K6_HUMAN	TF65_HUMAN	5-star
MP2K6_HUMAN	UBC_HUMAN	5-star
MP2K6_HUMAN	MK08_HUMAN	5-star
MP2K6_HUMAN	CXL10_HUMAN	5-star
MP2K6_HUMAN	SMAD7_HUMAN	5-star
MP2K6_HUMAN	MK12_HUMAN	5-star
MP2K6_HUMAN	MK13_HUMAN	5-star
MP2K6_HUMAN	TNFL6_HUMAN	5-star
MP2K6_HUMAN	TAB2_HUMAN	5-star
MP2K6_HUMAN	TLR3_HUMAN	5-star
MP2K6_HUMAN	TAOK1_HUMAN	5-star
MP2K6_HUMAN	PLCB2_HUMAN	5-star
MP2K6_HUMAN	BRAF_HUMAN	5-star
MP2K6_HUMAN	KCC2B_HUMAN	5-star
MP2K6_HUMAN	IL6RA_HUMAN	5-star
MP2K6_HUMAN	MK11_HUMAN	5-star
MP2K6_HUMAN	TAB1_HUMAN	5-star
MP2K6_HUMAN	TAOK3_HUMAN	5-star
MP2K6_HUMAN	IL6RB_HUMAN	5-star
MP2K6_HUMAN	CXCL9_HUMAN	5-star
MP2K6_HUMAN	CXL11_HUMAN	5-star
MP2K6_HUMAN	LMO4_HUMAN	5-star
MP2K6_HUMAN	PLF4_HUMAN	5-star
MP2K6_HUMAN	IL6_HUMAN	5-star
MP2K6_HUMAN	RAC3_HUMAN	5-star
MP2K6_HUMAN	PPM1A_HUMAN	5-star
MP2K6_HUMAN	CDC42_HUMAN	5-star
MP2K6_HUMAN	MK01_HUMAN	5-star
MP2K6_HUMAN	JIP4_HUMAN	5-star
MP2K6_HUMAN	MLH1_HUMAN	5-star
MP2K6_HUMAN	ABL1_HUMAN	5-star
MP2K6_HUMAN	MAPK3_HUMAN	5-star
MP2K6_HUMAN	FOS_HUMAN	5-star
MP2K6_HUMAN	IRAK1_HUMAN	5-star
MP2K6_HUMAN	MP2K3_HUMAN	5-star
MP2K6_HUMAN	BNIP2_HUMAN	5-star
MP2K6_HUMAN	CADH2_HUMAN	5-star
MP2K6_HUMAN	RIPK2_HUMAN	5-star
MP2K6_HUMAN	RAF1_HUMAN	5-star
MP2K6_HUMAN	CTNB1_HUMAN	5-star
MP2K6_HUMAN	NEMO_HUMAN	5-star
MP2K6_HUMAN	PP2CA_HUMAN	5-star
MP2K6_HUMAN	INSR_HUMAN	5-star
MP2K6_HUMAN	INS_HUMAN	5-star
MT2_HUMAN	ISK7_HUMAN	5-star
MT2_HUMAN	SHBG_HUMAN	5-star
MT2_HUMAN	CX04A_HUMAN	5-star
MT2_HUMAN	BARD1_HUMAN	5-star
MT2_HUMAN	ECT2_HUMAN	5-star
MT2_HUMAN	NED4L_HUMAN	5-star
MT2_HUMAN	MT1L_HUMAN	5-star
MT2_HUMAN	ATS4_HUMAN	5-star
MT2_HUMAN	KPCD1_HUMAN	5-star
MT2_HUMAN	ZN363_HUMAN	5-star
MT2_HUMAN	HIPK2_HUMAN	5-star
MT2_HUMAN	MTR1L_HUMAN	5-star
MT3_HUMAN	TTHY_HUMAN	5-star
MT3_HUMAN	MT1L_HUMAN	5-star
NFH_HUMAN	MK01_HUMAN	5-star
NFH_HUMAN	NFL_HUMAN	5-star
NFH_HUMAN	NFM_HUMAN	5-star
NFH_HUMAN	PKN1_HUMAN	5-star
NFH_HUMAN	CDK5_HUMAN	5-star
NFH_HUMAN	STXB1_HUMAN	5-star
NFH_HUMAN	GAN_HUMAN	5-star
NFH_HUMAN	DLGP2_HUMAN	5-star
NFL_HUMAN	SPTN1_HUMAN	5-star
NFL_HUMAN	MYO5A_HUMAN	5-star
NFL_HUMAN	NFL_HUMAN	5-star
NFL_HUMAN	CK5P2_HUMAN	5-star
NFL_HUMAN	BRD7_HUMAN	5-star
NFL_HUMAN	NFH_HUMAN	5-star
NFL_HUMAN	VIME_HUMAN	5-star
NFL_HUMAN	TSC1_HUMAN	5-star
NFL_HUMAN	MTAP2_HUMAN	5-star
NFL_HUMAN	NMDZ1_HUMAN	5-star
NFL_HUMAN	NFM_HUMAN	5-star
NFL_HUMAN	1433G_HUMAN	5-star
NFL_HUMAN	SPTA2_HUMAN	5-star
NFL_HUMAN	CHD3_HUMAN	5-star
NFL_HUMAN	PKN1_HUMAN	5-star
NFL_HUMAN	PIAS4_HUMAN	5-star
NFL_HUMAN	NDEL1_HUMAN	5-star
NFL_HUMAN	MTMR2_HUMAN	5-star
NFM_HUMAN	FOS_HUMAN	5-star
NFM_HUMAN	RB_HUMAN	5-star
NFM_HUMAN	SMAD2_HUMAN	5-star
NFM_HUMAN	SQSTM_HUMAN	5-star
NFM_HUMAN	NFH_HUMAN	5-star
NFM_HUMAN	TNIK_HUMAN	5-star
NFM_HUMAN	UBC_HUMAN	5-star
NFM_HUMAN	MINK1_HUMAN	5-star
NFM_HUMAN	NFL_HUMAN	5-star
NFM_HUMAN	IQCB1_HUMAN	5-star
NFM_HUMAN	STXB1_HUMAN	5-star
NFM_HUMAN	JUN_HUMAN	5-star
NFM_HUMAN	APOE_HUMAN	5-star
NMDE1_HUMAN	INADL_HUMAN	5-star
NMDE1_HUMAN	KCC2B_HUMAN	5-star
NMDE1_HUMAN	KPCA_HUMAN	5-star
NMDE1_HUMAN	NMD3B_HUMAN	5-star
NMDE1_HUMAN	PLCG1_HUMAN	5-star
NMDE1_HUMAN	NMD3A_HUMAN	5-star
NMDE1_HUMAN	KCC2A_HUMAN	5-star
NMDE1_HUMAN	NMDZ1_HUMAN	5-star
NMDE1_HUMAN	CDK5_HUMAN	5-star
NMDE1_HUMAN	SPTN1_HUMAN	5-star
NMDE1_HUMAN	DLG4_HUMAN	5-star
NMDE1_HUMAN	CSKP_HUMAN	5-star
NMDE1_HUMAN	DLGP1_HUMAN	5-star
NMDE1_HUMAN	NEDD4_HUMAN	5-star
NMDE1_HUMAN	RGS3_HUMAN	5-star
NMDE1_HUMAN	DLG3_HUMAN	5-star
NMDE1_HUMAN	RGRF1_HUMAN	5-star
NMDE1_HUMAN	CALM_HUMAN	5-star
NMDE1_HUMAN	DLG2_HUMAN	5-star
NMDE1_HUMAN	FYN_HUMAN	5-star
NMDE1_HUMAN	AP1M1_HUMAN	5-star
NMDE1_HUMAN	AP4M1_HUMAN	5-star
NMDE1_HUMAN	LRP8_HUMAN	5-star
NMDE1_HUMAN	FAK2_HUMAN	5-star
NMDE1_HUMAN	SRC_HUMAN	5-star
NMDE1_HUMAN	DLG1_HUMAN	5-star
NMDE1_HUMAN	PTN4_HUMAN	5-star
NMDE1_HUMAN	IL16_HUMAN	5-star
NMDE1_HUMAN	NMDE1_HUMAN	5-star
NMDE1_HUMAN	DRD1_HUMAN	5-star
NMDE1_HUMAN	ACTN1_HUMAN	5-star
NMDE1_HUMAN	KCC2D_HUMAN	5-star
NMDE1_HUMAN	RGRF2_HUMAN	5-star
NMDE1_HUMAN	AKAP9_HUMAN	5-star
NMDE1_HUMAN	RELN_HUMAN	5-star
NMDE1_HUMAN	RHG32_HUMAN	5-star
NMDE1_HUMAN	RASH_HUMAN	5-star
NMDE1_HUMAN	NMDE2_HUMAN	5-star
NMDE1_HUMAN	ACTN2_HUMAN	5-star
NMDE2_HUMAN	ACTN2_HUMAN	5-star
NMDE2_HUMAN	DLG1_HUMAN	5-star
NMDE2_HUMAN	LIN7B_HUMAN	5-star
NMDE2_HUMAN	PLCG1_HUMAN	5-star
NMDE2_HUMAN	PTN11_HUMAN	5-star
NMDE2_HUMAN	RHG32_HUMAN	5-star
NMDE2_HUMAN	KCC2B_HUMAN	5-star
NMDE2_HUMAN	LIN7A_HUMAN	5-star
NMDE2_HUMAN	DLG4_HUMAN	5-star
NMDE2_HUMAN	EXOC4_HUMAN	5-star
NMDE2_HUMAN	KPCA_HUMAN	5-star
NMDE2_HUMAN	MIB2_HUMAN	5-star
NMDE2_HUMAN	INADL_HUMAN	5-star
NMDE2_HUMAN	KPCG_HUMAN	5-star
NMDE2_HUMAN	NMDE2_HUMAN	5-star
NMDE2_HUMAN	KPCB_HUMAN	5-star
NMDE2_HUMAN	NMD3A_HUMAN	5-star
NMDE2_HUMAN	KCC2D_HUMAN	5-star
NMDE2_HUMAN	CALM_HUMAN	5-star
NMDE2_HUMAN	SPTN1_HUMAN	5-star
NMDE2_HUMAN	EPHB2_HUMAN	5-star
NMDE2_HUMAN	PK3CA_HUMAN	5-star
NMDE2_HUMAN	CAN1_HUMAN	5-star
NMDE2_HUMAN	EXOC7_HUMAN	5-star
NMDE2_HUMAN	LAP2_HUMAN	5-star
NMDE2_HUMAN	MAGI3_HUMAN	5-star
NMDE2_HUMAN	RASH_HUMAN	5-star
NMDE2_HUMAN	TANC1_HUMAN	5-star
NMDE2_HUMAN	DLG3_HUMAN	5-star
NMDE2_HUMAN	SYGP1_HUMAN	5-star
NMDE2_HUMAN	CK2N1_HUMAN	5-star
NMDE2_HUMAN	UBC_HUMAN	5-star
NMDE2_HUMAN	EXOC3_HUMAN	5-star
NMDE2_HUMAN	FYN_HUMAN	5-star
NMDE2_HUMAN	LRP8_HUMAN	5-star
NMDE2_HUMAN	NMDZ1_HUMAN	5-star
NMDE2_HUMAN	AP1M1_HUMAN	5-star
NMDE2_HUMAN	AP2M1_HUMAN	5-star
NMDE2_HUMAN	AP4M1_HUMAN	5-star
NMDE2_HUMAN	GRM1_HUMAN	5-star
NMDE2_HUMAN	HOME1_HUMAN	5-star
NMDE2_HUMAN	DLG2_HUMAN	5-star
NMDE2_HUMAN	KCC2G_HUMAN	5-star
NMDE2_HUMAN	KCC2A_HUMAN	5-star
NMDE2_HUMAN	GBLP_HUMAN	5-star
NMDE2_HUMAN	RGRF1_HUMAN	5-star
NMDE2_HUMAN	NOS1_HUMAN	5-star
NMDE2_HUMAN	PRKN2_HUMAN	5-star
NMDE2_HUMAN	SRC_HUMAN	5-star
NMDE2_HUMAN	IL16_HUMAN	5-star
NMDE2_HUMAN	ARC_HUMAN	5-star
NMDE2_HUMAN	SHAN2_HUMAN	5-star
NMDE2_HUMAN	CTNB1_HUMAN	5-star
NMDE2_HUMAN	CADH2_HUMAN	5-star
NMDE2_HUMAN	MK01_HUMAN	5-star
NMDE2_HUMAN	DAPK1_HUMAN	5-star
NMDE2_HUMAN	DLGP1_HUMAN	5-star
NMDE2_HUMAN	NSF_HUMAN	5-star
NMDE2_HUMAN	SRC8_HUMAN	5-star
NMDE2_HUMAN	RAC1_HUMAN	5-star
NMDE2_HUMAN	KPCE_HUMAN	5-star
NMDE2_HUMAN	PP2BA_HUMAN	5-star
NMDE2_HUMAN	MK03_HUMAN	5-star
NMDE2_HUMAN	RALA_HUMAN	5-star
NMDE2_HUMAN	CLH1_HUMAN	5-star
NMDE2_HUMAN	KAP3_HUMAN	5-star
NMDE2_HUMAN	PP2AA_HUMAN	5-star
NMDE2_HUMAN	PA24A_HUMAN	5-star
NMDE2_HUMAN	MP2K1_HUMAN	5-star
NMDE2_HUMAN	KS6A3_HUMAN	5-star
NMDE2_HUMAN	RAF1_HUMAN	5-star
NMDE2_HUMAN	DUS4_HUMAN	5-star
NMDE2_HUMAN	NF1_HUMAN	5-star
NMDE2_HUMAN	RELN_HUMAN	5-star
NMDE2_HUMAN	DYN1_HUMAN	5-star
NMDE2_HUMAN	TBA1A_HUMAN	5-star
NMDE2_HUMAN	MP2K2_HUMAN	5-star
NMDE2_HUMAN	PPP5_HUMAN	5-star
NMDE2_HUMAN	DSG1_HUMAN	5-star
NMDE2_HUMAN	RGRF2_HUMAN	5-star
NMDE2_HUMAN	AKAP9_HUMAN	5-star
NMDE2_HUMAN	NMDE1_HUMAN	5-star
NMDE3_HUMAN	LAP2_HUMAN	5-star
NMDE3_HUMAN	INADL_HUMAN	5-star
NMDE3_HUMAN	DLGP1_HUMAN	5-star
NMDE3_HUMAN	IL16_HUMAN	5-star
NMDE3_HUMAN	DLG4_HUMAN	5-star
NMDE3_HUMAN	DLG3_HUMAN	5-star
NMDE3_HUMAN	RGRF1_HUMAN	5-star
NMDE3_HUMAN	RGRF2_HUMAN	5-star
NMDE3_HUMAN	KCC2B_HUMAN	5-star
NMDE3_HUMAN	KCC2A_HUMAN	5-star
NMDE3_HUMAN	AKAP9_HUMAN	5-star
NMDE4_HUMAN	INADL_HUMAN	5-star
NMDE4_HUMAN	CRK_HUMAN	5-star
NMDE4_HUMAN	RASH_HUMAN	5-star
NMDE4_HUMAN	KPCB_HUMAN	5-star
NMDE4_HUMAN	KPCG_HUMAN	5-star
NMDE4_HUMAN	CTRO_HUMAN	5-star
NMDE4_HUMAN	KPCE_HUMAN	5-star
NMDE4_HUMAN	SYGP1_HUMAN	5-star
NMDE4_HUMAN	2AAA_HUMAN	5-star
NMDE4_HUMAN	2ABA_HUMAN	5-star
NMDE4_HUMAN	AINX_HUMAN	5-star
NMDE4_HUMAN	CADH2_HUMAN	5-star
NMDE4_HUMAN	CLH1_HUMAN	5-star
NMDE4_HUMAN	CTNB1_HUMAN	5-star
NMDE4_HUMAN	DLG2_HUMAN	5-star
NMDE4_HUMAN	DLGP4_HUMAN	5-star
NMDE4_HUMAN	DUS4_HUMAN	5-star
NMDE4_HUMAN	DYN1_HUMAN	5-star
NMDE4_HUMAN	FUS_HUMAN	5-star
NMDE4_HUMAN	HNRPU_HUMAN	5-star
NMDE4_HUMAN	HSP71_HUMAN	5-star
NMDE4_HUMAN	KS6A3_HUMAN	5-star
NMDE4_HUMAN	MP2K2_HUMAN	5-star
NMDE4_HUMAN	NANO1_HUMAN	5-star
NMDE4_HUMAN	NF1_HUMAN	5-star
NMDE4_HUMAN	RAP2A_HUMAN	5-star
NMDE4_HUMAN	SPTN1_HUMAN	5-star
NMDE4_HUMAN	TRAF3_HUMAN	5-star
NMDE4_HUMAN	ZO1_HUMAN	5-star
NMDE4_HUMAN	ABL1_HUMAN	5-star
NMDE4_HUMAN	UBC_HUMAN	5-star
NMDE4_HUMAN	DLG4_HUMAN	5-star
NMDE4_HUMAN	IL16_HUMAN	5-star
NMDE4_HUMAN	NEDD4_HUMAN	5-star
NMDE4_HUMAN	KCC2B_HUMAN	5-star
NMDE4_HUMAN	NMDZ1_HUMAN	5-star
NMDE4_HUMAN	RGRF1_HUMAN	5-star
NMDE4_HUMAN	RGRF2_HUMAN	5-star
NMDE4_HUMAN	AKAP9_HUMAN	5-star
NMDZ1_HUMAN	ACTN2_HUMAN	5-star
NMDZ1_HUMAN	AINX_HUMAN	5-star
NMDZ1_HUMAN	CADH2_HUMAN	5-star
NMDZ1_HUMAN	CALM_HUMAN	5-star
NMDZ1_HUMAN	CTNB1_HUMAN	5-star
NMDZ1_HUMAN	CTRO_HUMAN	5-star
NMDZ1_HUMAN	DUS4_HUMAN	5-star
NMDZ1_HUMAN	DYN1_HUMAN	5-star
NMDZ1_HUMAN	EPHB2_HUMAN	5-star
NMDZ1_HUMAN	FUS_HUMAN	5-star
NMDZ1_HUMAN	KPCB_HUMAN	5-star
NMDZ1_HUMAN	KPCG_HUMAN	5-star
NMDZ1_HUMAN	KS6A3_HUMAN	5-star
NMDZ1_HUMAN	MP2K2_HUMAN	5-star
NMDZ1_HUMAN	MYH9_HUMAN	5-star
NMDZ1_HUMAN	NF1_HUMAN	5-star
NMDZ1_HUMAN	NMD3A_HUMAN	5-star
NMDZ1_HUMAN	NMDZ1_HUMAN	5-star
NMDZ1_HUMAN	RAP2A_HUMAN	5-star
NMDZ1_HUMAN	RASH_HUMAN	5-star
NMDZ1_HUMAN	SPTN1_HUMAN	5-star
NMDZ1_HUMAN	LRP8_HUMAN	5-star
NMDZ1_HUMAN	CLH1_HUMAN	5-star
NMDZ1_HUMAN	DRD1_HUMAN	5-star
NMDZ1_HUMAN	KPCE_HUMAN	5-star
NMDZ1_HUMAN	ZO1_HUMAN	5-star
NMDZ1_HUMAN	NMDE1_HUMAN	5-star
NMDZ1_HUMAN	SP3_HUMAN	5-star
NMDZ1_HUMAN	KCC2A_HUMAN	5-star
NMDZ1_HUMAN	CALX_HUMAN	5-star
NMDZ1_HUMAN	AKAP9_HUMAN	5-star
NMDZ1_HUMAN	NMD3B_HUMAN	5-star
